short_name,player_positions,value_eur,overall,potential,age,international_reputation,preferred_foot,weak_foot,skill_moves,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic
D. Livaković,GK,26000000.0,82,84,28,3,Right,2,1,187,79,,,,,,
T. Werner,ST,35500000.0,82,83,27,3,Right,4,3,180,76,91.0,80.0,70.0,82.0,35.0,69.0
T. Lemar,"CM, LM",35000000.0,82,83,27,3,Left,3,4,171,66,82.0,78.0,83.0,86.0,67.0,65.0
Joelinton,"CM, LW",35500000.0,82,83,26,2,Right,3,3,186,81,78.0,71.0,76.0,82.0,81.0,88.0
David García,CB,28000000.0,82,83,29,2,Right,3,2,185,72,59.0,37.0,66.0,65.0,83.0,77.0
M. Akanji,CB,30500000.0,82,83,27,2,Right,4,2,187,91,77.0,48.0,70.0,72.0,83.0,78.0
Mario Hermoso,CB,29000000.0,82,83,28,1,Left,3,2,184,76,75.0,49.0,74.0,71.0,82.0,79.0
Y. En-Nesyri,ST,36500000.0,82,83,26,3,Left,3,3,188,78,81.0,82.0,63.0,76.0,36.0,79.0
Joselu,ST,19500000.0,82,82,33,3,Right,3,3,192,80,63.0,84.0,69.0,74.0,33.0,77.0
O. Giroud,ST,10500000.0,82,82,36,3,Left,3,3,193,91,43.0,83.0,74.0,74.0,42.0,80.0
Fernando,"CDM, CB",8500000.0,82,82,35,2,Right,3,3,183,76,63.0,62.0,74.0,73.0,82.0,81.0
M. Götze,"CAM, CF, LM",25000000.0,82,82,31,4,Right,4,4,176,72,63.0,75.0,83.0,85.0,55.0,71.0
N. Otamendi,CB,8000000.0,82,82,35,3,Right,3,2,183,78,64.0,57.0,64.0,59.0,83.0,85.0
C. Wilson,ST,25500000.0,82,82,31,2,Right,3,3,180,66,80.0,82.0,67.0,79.0,42.0,76.0
S. de Vrij,CB,21000000.0,82,82,31,3,Right,3,2,189,78,64.0,41.0,64.0,69.0,84.0,76.0
D. Tadić,"LW, CF, RW",14500000.0,82,82,34,3,Left,3,4,181,76,64.0,80.0,85.0,83.0,43.0,76.0
A. Lopes,GK,15000000.0,82,82,32,3,Left,2,1,184,81,,,,,,
G. Xhaka,"CM, CDM",29000000.0,82,82,30,3,Left,3,3,185,82,49.0,74.0,82.0,73.0,75.0,82.0
Roberto Firmino,"CF, ST",25500000.0,82,82,31,3,Right,4,5,181,76,70.0,77.0,79.0,87.0,58.0,77.0
Iñigo Martínez,CB,20000000.0,82,82,32,2,Left,3,2,182,76,71.0,56.0,67.0,61.0,82.0,80.0
S. Savić,CB,20000000.0,82,82,32,2,Right,3,2,187,80,64.0,35.0,57.0,57.0,85.0,80.0
Carvajal,RB,22000000.0,82,82,31,3,Right,3,3,173,73,82.0,54.0,76.0,79.0,77.0,79.0
M. Kovačić,"CM, CDM",29500000.0,82,82,29,3,Right,4,4,177,80,69.0,69.0,82.0,87.0,71.0,70.0
R. Guerreiro,"LB, LM, CM",27000000.0,82,82,29,3,Left,2,4,170,69,65.0,78.0,85.0,88.0,76.0,55.0
F. Schär,CB,21000000.0,82,82,31,2,Right,3,2,188,84,54.0,68.0,75.0,73.0,84.0,77.0
Otávio,"RM, LM",30500000.0,82,82,28,2,Right,3,4,171,67,78.0,70.0,81.0,85.0,66.0,74.0
Gayà,"LB, LWB",27500000.0,82,82,28,3,Left,3,4,172,66,81.0,61.0,77.0,79.0,78.0,74.0
M. Flekken,GK,20500000.0,82,82,30,1,Right,4,1,195,87,,,,,,
V. Grifo,"LM, CF, CAM",29500000.0,82,82,30,2,Right,2,4,180,76,71.0,80.0,83.0,81.0,40.0,64.0
R. Andrich,"CDM, CM",27000000.0,82,82,28,2,Right,4,3,186,86,57.0,76.0,76.0,73.0,81.0,85.0
João Mário,"RM, LM, CM",29500000.0,82,82,30,3,Right,4,3,179,73,70.0,79.0,81.0,83.0,69.0,70.0
Ricardo Horta,"CAM, CF, RM",30500000.0,82,82,28,1,Right,3,3,173,63,80.0,83.0,80.0,80.0,43.0,70.0
Á. Correa,"ST, RM",31000000.0,82,82,28,2,Right,4,4,171,70,85.0,84.0,77.0,86.0,50.0,75.0
S. Fofana,CM,30500000.0,82,82,28,3,Right,4,4,185,74,71.0,77.0,76.0,80.0,73.0,86.0
J. Ledesma,GK,20500000.0,82,82,30,2,Right,2,1,186,83,,,,,,
M. Zaccagni,LW,30500000.0,82,82,28,1,Right,4,4,177,63,87.0,77.0,74.0,88.0,57.0,67.0
I. Provedel,GK,21000000.0,82,82,29,1,Right,2,1,192,84,,,,,,
F. Mendy,LB,27500000.0,82,82,28,1,Left,5,4,180,73,92.0,64.0,76.0,77.0,77.0,86.0
Lucas Mantela,GK,26000000.0,82,82,23,1,Right,3,1,183,77,,,,,,
Josué Chiamulera,CB,21000000.0,82,82,31,1,Right,3,2,185,80,78.0,43.0,56.0,64.0,84.0,79.0
Javi Galán,"LB, LWB",27500000.0,82,82,28,1,Left,2,4,172,70,81.0,56.0,77.0,83.0,79.0,72.0
Isi Palazón,RM,30500000.0,82,82,28,2,Left,3,3,169,71,84.0,79.0,79.0,82.0,39.0,64.0
É. Mendy,GK,16000000.0,82,82,31,3,Right,2,1,197,86,,,,,,
M. Taremi,"ST, CF",30000000.0,82,82,30,2,Right,4,4,185,83,78.0,81.0,76.0,81.0,38.0,74.0
Balde,"LB, RB",53000000.0,81,89,19,2,Left,4,3,175,69,91.0,48.0,73.0,78.0,75.0,64.0
I. Konaté,CB,37000000.0,81,87,24,2,Right,2,3,194,95,77.0,34.0,57.0,68.0,82.0,82.0
João Félix,"CF, ST, LW",41000000.0,81,87,23,3,Right,4,5,181,72,81.0,79.0,78.0,85.0,40.0,67.0
Sancet,"CAM, CM, ST",40500000.0,81,87,23,1,Right,4,4,188,72,73.0,77.0,77.0,82.0,61.0,73.0
Antony,"RW, RM",40500000.0,81,87,23,3,Left,2,5,172,63,83.0,76.0,74.0,87.0,46.0,73.0
A. Isak,"ST, LW",39500000.0,81,86,23,2,Right,5,4,192,77,83.0,81.0,72.0,84.0,39.0,72.0
S. Chukwueze,"RW, RM",39000000.0,81,86,24,1,Left,2,4,172,70,89.0,75.0,74.0,84.0,36.0,63.0
M. Ugarte,"CDM, CM",36500000.0,81,86,22,1,Right,3,3,182,77,72.0,64.0,73.0,77.0,77.0,80.0
E. Tapsoba,CB,33000000.0,81,85,24,2,Right,3,2,194,84,75.0,54.0,65.0,70.0,82.0,79.0
D. Kulusevski,RW,37000000.0,81,85,23,2,Left,3,4,186,75,76.0,77.0,80.0,84.0,56.0,75.0
D. Calabria,"RB, RWB",31000000.0,81,84,26,2,Right,3,3,177,70,79.0,57.0,71.0,77.0,79.0,73.0
B. Chilwell,"LB, LWB",31000000.0,81,84,26,2,Left,3,3,180,77,74.0,60.0,78.0,78.0,77.0,73.0
M. Mount,"CAM, RW, CM",35000000.0,81,84,24,3,Right,4,3,181,74,72.0,79.0,82.0,80.0,56.0,67.0
X. Schlager,"CDM, CM",31000000.0,81,84,25,2,Left,3,3,174,78,74.0,70.0,74.0,78.0,75.0,80.0
Lucas Paquetá,"CAM, CM",34000000.0,81,84,25,2,Left,4,5,180,72,72.0,77.0,79.0,84.0,69.0,76.0
I. Sangaré,"CDM, CM",31000000.0,81,84,25,3,Right,4,3,191,77,66.0,66.0,74.0,75.0,81.0,86.0
E. Álvarez,"CDM, CB",31000000.0,81,84,25,3,Right,3,2,187,73,68.0,58.0,68.0,70.0,82.0,87.0
N. González,"RW, LW",34000000.0,81,84,25,2,Left,2,4,180,72,87.0,76.0,73.0,83.0,45.0,64.0
Pedro Porro,"RB, RWB",32500000.0,81,84,23,2,Right,3,3,173,69,82.0,73.0,77.0,81.0,74.0,77.0
J. David,ST,35500000.0,81,84,23,3,Right,5,3,175,70,82.0,81.0,71.0,78.0,34.0,75.0
B. Samba,GK,21500000.0,81,83,29,1,Left,3,1,187,90,,,,,,
Kepa,GK,22000000.0,81,83,28,2,Right,4,1,189,85,,,,,,
O. Vlachodimos,GK,21500000.0,81,83,29,1,Right,3,1,190,81,,,,,,
A. Lookman,"ST, RM, RW",33000000.0,81,83,25,1,Right,4,4,174,71,86.0,81.0,69.0,85.0,30.0,67.0
Beto,ST,33000000.0,81,83,25,1,Right,3,3,194,88,86.0,79.0,59.0,75.0,25.0,84.0
B. Cristante,"CDM, CM",25000000.0,81,82,28,2,Right,4,3,186,80,53.0,73.0,78.0,75.0,78.0,82.0
N. Aké,"CB, LB",24500000.0,81,82,28,3,Left,3,2,180,75,75.0,53.0,72.0,74.0,82.0,77.0
J. Tah,CB,26000000.0,81,82,27,2,Right,4,2,195,94,67.0,37.0,59.0,61.0,81.0,85.0
A. Saint-Maximin,"LM, LW",30500000.0,81,82,26,2,Right,4,5,173,67,89.0,73.0,73.0,88.0,29.0,68.0
Malcom,RM,30500000.0,81,82,26,2,Left,3,4,172,74,83.0,79.0,78.0,84.0,28.0,66.0
E. Skhiri,"CDM, CM",25000000.0,81,82,28,2,Right,3,3,185,74,63.0,73.0,74.0,76.0,80.0,76.0
G. Lo Celso,"CAM, ST",29500000.0,81,82,27,2,Left,3,4,177,68,70.0,75.0,83.0,84.0,68.0,73.0
Yeray,CB,24500000.0,81,82,28,2,Right,3,2,182,79,64.0,49.0,68.0,65.0,83.0,76.0
D. Kamada,"CAM, CM, CF",30500000.0,81,82,26,2,Right,4,3,184,72,79.0,73.0,80.0,83.0,54.0,64.0
D. Dumfries,"RWB, RM",27000000.0,81,82,27,3,Right,3,2,188,80,83.0,63.0,70.0,73.0,78.0,89.0
Brais Méndez,"CM, CAM, RM",30000000.0,81,82,26,2,Left,3,4,187,76,71.0,80.0,82.0,81.0,65.0,73.0
A. Danjuma,"ST, LM",31000000.0,81,82,26,1,Right,4,4,178,74,86.0,81.0,76.0,83.0,44.0,67.0
M. Terrier,"LM, ST",30500000.0,81,82,26,2,Right,3,3,184,78,84.0,82.0,75.0,79.0,36.0,72.0
A. Al Musrati,"CDM, CM",26500000.0,81,82,27,1,Right,2,2,189,83,62.0,66.0,71.0,71.0,80.0,84.0
Pepe,CB,,81,81,40,4,Right,3,2,188,79,75.0,51.0,60.0,61.0,81.0,87.0
G. Ochoa,GK,2900000.0,81,81,37,1,Right,3,1,185,78,,,,,,
Raúl Albiol,CB,4600000.0,81,81,37,3,Right,3,2,190,82,36.0,41.0,62.0,63.0,85.0,68.0
K. Schmeichel,GK,2900000.0,81,81,36,3,Right,3,1,189,89,,,,,,
I. Rakitić,"CM, CDM",10500000.0,81,81,35,3,Right,4,3,184,78,50.0,79.0,84.0,78.0,74.0,70.0
D. Mertens,"CF, CAM",9000000.0,81,81,36,3,Right,4,4,169,61,76.0,80.0,80.0,83.0,40.0,49.0
Rui Patrício,GK,2900000.0,81,81,35,3,Left,2,1,190,84,,,,,,
E. Capoue,"CM, CDM",12000000.0,81,81,34,2,Right,3,3,190,80,50.0,75.0,78.0,75.0,79.0,78.0
S. Kjær,CB,8500000.0,81,81,34,3,Right,3,2,190,86,59.0,54.0,64.0,60.0,83.0,76.0
T. Alderweireld,CB,8500000.0,81,81,34,3,Right,3,2,186,81,54.0,61.0,74.0,67.0,83.0,79.0
A. Sánchez,ST,12500000.0,81,81,34,4,Right,4,4,169,62,71.0,83.0,80.0,85.0,48.0,66.0
Muniain,"CAM, LM",25000000.0,81,81,30,2,Right,3,4,170,66,80.0,74.0,81.0,85.0,51.0,60.0
L. Hrádecký,GK,8500000.0,81,81,33,3,Right,3,1,192,85,,,,,,
N. Matić,"CDM, CM",9000000.0,81,81,34,3,Left,3,3,194,83,34.0,67.0,77.0,77.0,79.0,78.0
B. Leno,GK,13500000.0,81,81,31,3,Right,3,1,189,83,,,,,,
H. Mkhitaryan,"CAM, CM",12000000.0,81,81,34,3,Right,5,4,177,75,78.0,79.0,79.0,83.0,56.0,72.0
S. Coates,CB,16500000.0,81,81,32,3,Right,3,2,196,94,66.0,49.0,55.0,62.0,82.0,88.0
L. Insigne,"LW, CF, LM",20500000.0,81,81,32,4,Right,4,4,163,59,80.0,78.0,81.0,86.0,36.0,44.0
W. Zaha,"LW, CF, LM",25000000.0,81,81,30,2,Right,3,5,180,66,90.0,78.0,72.0,85.0,37.0,76.0
Danilo,"CB, RB",17500000.0,81,81,31,2,Right,4,3,184,78,73.0,67.0,74.0,74.0,83.0,78.0
L. Dunk,CB,17500000.0,81,81,31,2,Right,3,2,192,88,45.0,51.0,66.0,66.0,82.0,80.0
S. Berghuis,"CAM, CM, RW",21500000.0,81,81,31,3,Left,3,4,182,75,77.0,82.0,82.0,81.0,40.0,69.0
Danilo Pereira,"CDM, CB",18000000.0,81,81,31,3,Right,3,3,188,83,50.0,63.0,70.0,71.0,80.0,86.0
G. Kondogbia,"CM, CDM",24500000.0,81,81,30,2,Left,3,3,188,76,69.0,75.0,76.0,76.0,81.0,89.0
Felipe Anderson,"RW, ST",25000000.0,81,81,30,3,Right,4,4,175,70,87.0,78.0,77.0,85.0,63.0,73.0
Mário Rui,LB,18000000.0,81,81,32,2,Left,3,3,170,67,81.0,57.0,77.0,80.0,76.0,68.0
A. Milik,ST,25500000.0,81,81,29,3,Left,3,3,186,80,59.0,83.0,72.0,78.0,40.0,74.0
M. Arnold,"CDM, CM",22000000.0,81,81,29,2,Left,2,3,184,74,66.0,79.0,79.0,78.0,76.0,75.0
L. Trossard,"CF, LW",26500000.0,81,81,28,2,Right,4,4,171,67,81.0,80.0,78.0,84.0,30.0,61.0
William Carvalho,"CDM, CAM",18000000.0,81,81,31,2,Right,4,3,187,79,45.0,68.0,78.0,76.0,76.0,84.0
Lucas Vázquez,"RB, RW",18000000.0,81,81,32,2,Right,4,4,173,70,81.0,73.0,80.0,80.0,73.0,69.0
Fred,"CM, CDM",24500000.0,81,81,30,3,Left,3,4,169,62,75.0,69.0,79.0,81.0,76.0,70.0
G. Laborde,ST,25500000.0,81,81,29,2,Left,4,3,181,78,72.0,81.0,76.0,79.0,40.0,79.0
Rui Silva,GK,17500000.0,81,81,29,1,Right,3,1,191,91,,,,,,
Anderson Talisca,"CF, ST, CAM",25500000.0,81,81,29,2,Left,4,4,189,75,79.0,84.0,76.0,81.0,52.0,73.0
B. Bourigeaud,"CM, RM, RW",25000000.0,81,81,29,2,Right,3,3,178,70,73.0,77.0,82.0,81.0,67.0,76.0
G. Rulli,GK,13500000.0,81,81,31,2,Right,3,1,189,84,,,,,,
D. Zapata,ST,21000000.0,81,81,32,2,Right,4,3,189,88,75.0,80.0,63.0,77.0,35.0,85.0
Iñaki Williams,"RM, ST",25500000.0,81,81,29,2,Right,2,4,186,80,94.0,78.0,71.0,79.0,43.0,84.0
A. Kramarić,"CF, CM, CAM",21000000.0,81,81,32,3,Right,4,4,177,73,72.0,81.0,76.0,82.0,32.0,74.0
M. Politano,"RW, RM",25500000.0,81,81,29,2,Left,4,4,171,67,83.0,77.0,78.0,84.0,42.0,55.0
Diego Carlos,CB,21000000.0,81,81,30,2,Right,4,3,186,79,67.0,47.0,63.0,67.0,81.0,77.0
H. Lozano,RW,27500000.0,81,81,27,3,Right,3,4,175,70,93.0,76.0,72.0,82.0,41.0,61.0
Fabián Ruiz,"CM, CDM",27500000.0,81,81,27,2,Left,3,4,189,70,55.0,78.0,79.0,80.0,74.0,72.0
Adryan Zonta,"LWB, LB",18500000.0,81,81,31,1,Left,4,2,172,68,93.0,66.0,75.0,76.0,72.0,77.0
Rosival Dourado,"CDM, CM, CAM",26500000.0,81,81,23,1,Right,4,2,175,70,77.0,57.0,74.0,77.0,82.0,69.0
Adriano Bisesi,"ST, CF",22000000.0,81,81,31,1,Right,3,4,188,83,78.0,84.0,62.0,72.0,33.0,72.0
Welington Dano,"LB, LM, LW",27000000.0,81,81,23,1,Left,4,4,178,69,79.0,54.0,76.0,79.0,75.0,74.0
Nailton Suzuki,"CAM, CF, ST",27500000.0,81,81,27,1,Right,4,3,180,75,82.0,73.0,77.0,82.0,52.0,71.0
Oswaldinato,ST,22000000.0,81,81,31,1,Right,3,2,184,79,76.0,81.0,67.0,77.0,20.0,79.0
M. Almirón,"RW, RM",25500000.0,81,81,29,2,Left,2,4,174,70,87.0,77.0,75.0,81.0,56.0,64.0
Reinildo,"LB, CB",22500000.0,81,81,29,1,Left,3,3,180,73,84.0,55.0,68.0,75.0,80.0,79.0
J. Clauss,"RWB, RM, RB",22000000.0,81,81,30,2,Right,3,3,178,69,83.0,69.0,76.0,78.0,70.0,70.0
A. Rrahmani,CB,21500000.0,81,81,29,1,Right,4,2,192,83,63.0,51.0,58.0,62.0,83.0,80.0
K. Adeyemi,"LM, RM, ST",43000000.0,80,87,21,2,Left,4,4,180,77,96.0,77.0,71.0,81.0,34.0,68.0
Gonçalo Ramos,ST,43000000.0,80,87,22,1,Right,4,2,185,82,77.0,78.0,65.0,77.0,47.0,82.0
Arnau Martínez,"RB, RWB",39500000.0,80,87,20,1,Right,3,2,181,75,79.0,50.0,72.0,76.0,76.0,70.0
T. Kubo,"RW, ST, CAM",34000000.0,80,86,22,3,Left,4,4,173,64,84.0,75.0,76.0,83.0,40.0,60.0
D. Frattesi,CM,33000000.0,80,86,23,1,Right,4,3,178,74,79.0,71.0,78.0,81.0,68.0,70.0
E. Elmas,"CAM, CM, LW",33500000.0,80,86,23,2,Right,4,4,184,74,75.0,73.0,76.0,84.0,66.0,69.0
J. Álvarez,"ST, CF, CAM",33500000.0,80,86,23,2,Right,4,4,170,71,79.0,81.0,76.0,83.0,55.0,76.0
G. Mamardashvili,GK,27500000.0,80,86,22,2,Left,3,1,199,88,,,,,,
Brahim,"CAM, CF, RW",32000000.0,80,85,23,1,Right,5,4,171,59,81.0,71.0,77.0,83.0,30.0,49.0
Florentino,"CDM, CM",29000000.0,80,85,23,1,Right,2,3,184,74,58.0,47.0,67.0,73.0,79.0,78.0
M. Edwards,"RW, LW, ST",32000000.0,80,85,24,1,Left,3,4,168,65,85.0,73.0,71.0,86.0,33.0,48.0
B. Kamara,"CDM, CM",29000000.0,80,85,23,2,Right,3,3,184,68,68.0,54.0,72.0,73.0,80.0,79.0
J. Foyth,"RB, CB, CDM",29000000.0,80,85,25,1,Right,3,3,187,83,71.0,46.0,71.0,72.0,81.0,77.0
Zubimendi,"CDM, CM",29000000.0,80,85,24,1,Right,4,3,181,74,64.0,65.0,74.0,75.0,78.0,71.0
M. Caicedo,"CDM, CM",29500000.0,80,85,21,2,Right,3,3,178,71,74.0,63.0,72.0,77.0,77.0,74.0
T. Abraham,ST,29500000.0,80,84,25,2,Right,3,3,195,86,81.0,76.0,66.0,77.0,36.0,80.0
E. Palacios,"CM, CDM, CAM",30000000.0,80,84,24,2,Right,4,3,178,71,64.0,74.0,77.0,79.0,79.0,73.0
Zubeldia,CB,26000000.0,80,84,26,1,Right,3,2,181,73,72.0,63.0,74.0,73.0,80.0,81.0
Diogo Dalot,RB,28000000.0,80,84,24,2,Right,4,4,184,76,81.0,61.0,76.0,78.0,75.0,79.0
Fran Beltrán,"CDM, CM",27500000.0,80,84,24,1,Right,3,3,165,64,58.0,56.0,78.0,77.0,78.0,66.0
Luiz Felipe,CB,26000000.0,80,84,26,1,Right,4,3,187,80,72.0,29.0,61.0,68.0,81.0,74.0
F. Medina,CB,27000000.0,80,84,24,2,Left,2,3,184,77,71.0,36.0,69.0,70.0,80.0,78.0
K. Danso,CB,27000000.0,80,84,24,2,Right,3,2,190,85,78.0,32.0,55.0,62.0,79.0,85.0
N. Zaniolo,"RM, CF",30000000.0,80,84,23,2,Left,3,4,190,79,83.0,78.0,72.0,81.0,51.0,86.0
A. Laurienté,"LW, RW, ST",30000000.0,80,84,24,1,Right,3,4,177,79,84.0,76.0,75.0,82.0,35.0,47.0
Y. Fofana,"CDM, CM",27500000.0,80,84,24,2,Right,3,3,185,74,69.0,67.0,74.0,77.0,78.0,79.0
Arthur Cabral,ST,29500000.0,80,84,25,1,Right,4,3,186,89,74.0,79.0,64.0,76.0,32.0,80.0
D. Hancko,"CB, LB",26500000.0,80,84,25,2,Left,3,2,188,80,79.0,64.0,72.0,74.0,80.0,81.0
Ibañez,CB,27000000.0,80,84,24,2,Right,2,2,185,73,85.0,32.0,45.0,60.0,82.0,81.0
Vitinha,CM,30000000.0,80,84,23,2,Right,3,3,172,64,69.0,68.0,79.0,85.0,70.0,66.0
S. Amrabat,"CDM, CM",25000000.0,80,83,26,1,Right,2,3,185,75,68.0,71.0,77.0,79.0,74.0,80.0
Aleix García,"CM, CDM",27500000.0,80,83,26,2,Right,3,3,173,68,64.0,74.0,81.0,80.0,71.0,66.0
A. Wan-Bissaka,RB,25500000.0,80,83,25,2,Right,2,3,183,72,83.0,50.0,68.0,77.0,77.0,71.0
B. White,"RB, CB",25500000.0,80,83,25,2,Right,4,2,185,77,72.0,30.0,70.0,74.0,82.0,77.0
Richarlison,"ST, LW, RW",28000000.0,80,83,26,3,Right,5,4,184,71,77.0,79.0,72.0,82.0,53.0,78.0
H. Barnes,"LW, LM",28000000.0,80,83,25,2,Right,4,3,185,72,85.0,77.0,75.0,81.0,43.0,69.0
T. Koopmeiners,"CM, CDM",27500000.0,80,83,25,2,Left,2,3,183,77,68.0,75.0,80.0,76.0,76.0,77.0
David Raya,GK,19500000.0,80,82,27,1,Right,3,1,183,75,,,,,,
Pau López,GK,18000000.0,80,82,28,2,Left,3,1,189,77,,,,,,
K. Tierney,LB,24000000.0,80,82,26,2,Left,3,3,180,73,80.0,60.0,75.0,78.0,76.0,75.0
O. Zinchenko,LB,24000000.0,80,82,26,2,Left,3,3,175,64,66.0,66.0,83.0,83.0,78.0,69.0
P. Estupiñán,LB,24500000.0,80,82,25,1,Left,3,3,175,78,77.0,47.0,71.0,76.0,77.0,75.0
C. Mbemba,CB,20000000.0,80,81,28,2,Right,3,2,182,81,73.0,55.0,65.0,67.0,80.0,81.0
A. Martial,ST,24500000.0,80,81,27,3,Right,4,4,184,76,80.0,78.0,73.0,84.0,35.0,66.0
V. Lindelöf,CB,20000000.0,80,81,28,2,Right,4,3,187,80,59.0,51.0,73.0,72.0,81.0,76.0
O. Watkins,ST,24500000.0,80,81,27,2,Right,4,3,180,70,84.0,79.0,68.0,76.0,46.0,75.0
J. Weigl,CDM,21500000.0,80,81,27,2,Right,3,3,186,77,56.0,64.0,77.0,76.0,76.0,74.0
J. Omlin,GK,16000000.0,80,81,29,2,Right,3,1,190,85,,,,,,
E. Buendía,"RM, CAM",25000000.0,80,81,26,2,Right,4,4,172,72,69.0,74.0,81.0,83.0,66.0,71.0
Aritz Elustondo,"CB, RB",19500000.0,80,81,29,1,Right,3,2,180,71,64.0,39.0,64.0,61.0,80.0,77.0
André Silva,ST,24500000.0,80,81,27,3,Right,3,4,185,84,74.0,80.0,70.0,81.0,46.0,77.0
M. Arambarri,"CDM, CM",21500000.0,80,81,27,1,Right,3,3,175,74,62.0,65.0,74.0,76.0,79.0,78.0
David Neres,"RM, RW, CAM",25000000.0,80,81,26,3,Left,3,5,175,69,86.0,75.0,75.0,86.0,43.0,64.0
Pepê,"RM, LM, RB",25000000.0,80,81,26,1,Right,2,4,173,72,86.0,68.0,71.0,83.0,62.0,60.0
K. Mitoma,LM,25000000.0,80,81,26,3,Right,4,4,178,71,84.0,73.0,74.0,85.0,57.0,65.0
G. Chiellini,CB,3800000.0,80,80,38,4,Left,3,2,187,85,64.0,46.0,60.0,58.0,81.0,82.0
Jesús Navas,"RB, RM",4700000.0,80,80,37,3,Right,2,4,172,60,82.0,68.0,79.0,80.0,76.0,55.0
C. Vela,"RW, LW, ST",10000000.0,80,80,34,3,Left,2,4,177,77,77.0,79.0,77.0,82.0,29.0,63.0
E. Lamela,"RW, CAM",17500000.0,80,80,31,3,Left,3,4,181,79,79.0,77.0,78.0,83.0,54.0,69.0
S. Mignolet,GK,2300000.0,80,80,35,3,Right,3,1,193,87,,,,,,
C. Bravo,GK,2300000.0,80,80,40,3,Right,3,1,184,80,,,,,,
D. Ospina,GK,3600000.0,80,80,34,2,Right,3,1,183,80,,,,,,
Adán,GK,2300000.0,80,80,36,2,Left,3,1,190,94,,,,,,
G. Wijnaldum,"CM, CDM",16500000.0,80,80,32,3,Right,4,3,175,74,68.0,72.0,77.0,80.0,77.0,74.0
F. Muslera,GK,2300000.0,80,80,37,3,Right,2,1,190,74,,,,,,
J. Henderson,"CM, CDM",13000000.0,80,80,33,3,Right,3,3,187,80,61.0,73.0,80.0,77.0,76.0,78.0
M. Arnautović,ST,10500000.0,80,80,34,3,Right,4,4,192,83,74.0,79.0,78.0,79.0,44.0,80.0
L. Bonucci,CB,3800000.0,80,80,36,3,Right,4,2,190,85,47.0,59.0,70.0,71.0,82.0,75.0
M. Darmian,"CB, RWB, RM",10000000.0,80,80,33,2,Right,5,3,183,70,71.0,59.0,73.0,76.0,83.0,71.0
Rafael Tolói,CB,13500000.0,80,80,32,2,Right,3,2,185,75,67.0,52.0,59.0,65.0,82.0,82.0
P. Aubameyang,ST,10500000.0,80,80,34,3,Right,4,4,187,80,83.0,81.0,72.0,77.0,35.0,64.0
F. Coquelin,"CM, LM, RM",16500000.0,80,80,32,2,Right,4,3,176,74,67.0,68.0,78.0,79.0,78.0,79.0
De Marcos,RB,7500000.0,80,80,34,2,Right,3,4,182,78,79.0,64.0,75.0,75.0,77.0,79.0
J. Cuadrado,"RM, RB, RW",8500000.0,80,80,35,3,Right,3,5,179,72,88.0,73.0,78.0,84.0,74.0,68.0
J. Corona,"RW, LW",,80,80,30,3,Right,5,5,173,66,81.0,65.0,79.0,86.0,73.0,67.0
N. Gudelj,"CB, CDM",14500000.0,80,80,31,2,Right,2,3,187,79,55.0,73.0,78.0,70.0,79.0,85.0
O. Baumann,GK,7000000.0,80,80,33,2,Right,1,1,187,82,,,,,,
J. Matip,CB,14500000.0,80,80,31,2,Right,2,2,194,90,61.0,46.0,67.0,70.0,81.0,77.0
Isco,"CAM, LM, CM",17500000.0,80,80,31,3,Right,3,4,176,79,62.0,72.0,80.0,83.0,59.0,56.0
Jonathan Viera,"CAM, CM, LM",13000000.0,80,80,33,2,Right,4,4,171,67,80.0,74.0,79.0,80.0,63.0,72.0
Sergi Roberto,"RB, CM",15500000.0,80,80,31,3,Right,3,3,178,68,74.0,63.0,79.0,77.0,75.0,73.0
Oriol Romeu,"CDM, CM",15000000.0,80,80,31,2,Right,3,2,183,83,43.0,54.0,69.0,67.0,79.0,82.0
C. Biraghi,LB,18000000.0,80,80,30,2,Left,3,3,185,78,76.0,69.0,78.0,77.0,76.0,75.0
M. Icardi,ST,20500000.0,80,80,30,3,Right,4,3,181,79,67.0,81.0,69.0,73.0,40.0,72.0
J. Veretout,"CM, CDM",20000000.0,80,80,30,2,Right,3,3,177,67,74.0,75.0,78.0,79.0,76.0,80.0
Deulofeu,"CF, ST",21000000.0,80,80,29,3,Right,4,4,177,73,90.0,79.0,76.0,86.0,30.0,67.0
Suso,"RW, CAM",20500000.0,80,80,29,2,Left,3,4,177,70,72.0,76.0,80.0,83.0,32.0,51.0
L. Spinazzola,"LWB, LM",18000000.0,80,80,30,3,Right,4,4,186,75,91.0,64.0,72.0,79.0,76.0,69.0
Edgar Badia,GK,11000000.0,80,80,31,1,Right,3,1,180,70,,,,,,
M. Sabitzer,"CM, CAM, CDM",20500000.0,80,80,29,3,Right,4,3,178,76,69.0,81.0,80.0,80.0,72.0,75.0
N. Füllkrug,ST,20500000.0,80,80,30,2,Right,4,3,188,83,62.0,83.0,70.0,74.0,40.0,78.0
L. Ocampos,"RW, LW",21000000.0,80,80,28,2,Right,3,4,187,84,79.0,80.0,77.0,81.0,62.0,83.0
T. Savanier,"CAM, CM",17500000.0,80,80,31,2,Right,5,4,172,69,62.0,75.0,83.0,82.0,68.0,70.0
Matheus,GK,14000000.0,80,80,30,1,Right,3,1,190,84,,,,,,
